fecha,origen,edad,motivo,transporte,dias,acompañante,frecuencia,alojamiento
2025-10-21 09:47:40,San Miguel/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-30 16:08:40,Bs As Moron,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Solo/a,2 o 3 veces al año,Hotel 2*
2025-06-22 13:26:43,Bs As Moron,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-06-07 13:43:42,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-06-22 13:44:22,Metán/Salta,18 a 29,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-08-16 11:09:04,Salta /Tartagal,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-07-09 11:17:52,Leones cordoba,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Apart Hotel
2025-10-11 15:20:40,Leones cordoba,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-07 21:01:20,Jujuy - Perico,65 o más,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-10-11 02:28:04,Córdoba capital,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-09-17 13:58:46,Santiago,65 o más,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-07-08 06:31:45,"Córdoba, Córdoba ",50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-06-09 21:45:11,Leones cordoba,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Cabañas
2025-08-26 14:17:36,Salta - Tartagal,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-10-09 14:08:28,Córdoba capital,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 2*
2025-07-18 12:24:47,Yerba Buena/Tucumán ,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-06-23 05:08:08,Santiago capital ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,4 o más veces,Hotel 4*
2025-09-30 18:20:53,Buenos Aires ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-06-04 02:41:47,Salta /Tartagal,65 o más,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-06-22 01:56:16,Salta /Tartagal,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,4 o más veces,Hotel 3*
2025-06-19 00:16:17,Maipú/Mendoza ,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-06-19 10:56:14,Leones cordoba,50 a 64,Vacaciones / Descanso,Colectivo de Tours,Más de una semana,Con familiares,Mas de 3 veces ,Hotel 2*
2025-09-02 22:56:39,Leones cordoba,18 a 29,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 4*
2025-10-07 15:17:49,Rosario/Santa Fe,30 a 49,Trabajo o negocios,Automóvil,1 día (excursión),Con familiares,Una vez al año,Hotel 2*
2025-06-29 07:15:42,San Pedro/Jujuy,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-08-11 00:12:14,Posadas/Misiones ,65 o más,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-09-25 16:58:07,"Córdoba, Córdoba ",18 a 29,Trabajo o negocios,Colectivo de Línea,Más de una semana,Con familiares,Una vez al año,Hotel 3*
2025-09-03 16:07:46,Maipú/Mendoza ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-07-08 11:14:12,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-06-06 00:44:31,San Miguel/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-09-19 22:14:36,San Pedro/Jujuy,50 a 64,Turismo termal / Bienestar,Automóvil,1 día (excursión),Con familiares,Una vez al año,Hotel 3*
2025-06-14 14:42:18,Bs As Moron,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con amigos,4 o más veces,Hotel 2*
2025-06-29 22:40:10,"Córdoba, Córdoba ",65 o más,Eventos deportivos o actividades culturales,Colectivo de Línea,1 día (excursión),Con amigos,Una vez al año,Hotel 2*
2025-09-24 01:10:13,Metán/Salta,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Turistas,Una vez al año,Hotel 3*
2025-11-06 00:55:38,Salta /Tartagal,18 a 29,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-09-16 02:28:34,Bs As Moron,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-06-16 17:34:39,San Miguel/Tucumán ,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-09-29 08:16:16,Santiago capital ,50 a 64,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-09-04 09:03:53,Leones cordoba,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,Primera vez,Hotel 3*
2025-07-21 17:26:12,Yerba Buena/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,Más de una semana,Turistas,4 o más veces,Hotel 4*
2025-06-03 02:41:43,San Pedro/Jujuy,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Turistas,Mas de 3 veces ,Hotel 2*
2025-06-13 21:23:15,Rosario/Santa Fe,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 4*
2025-07-18 12:15:20,Bs As capital,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-06-14 17:20:35,Maipú/Mendoza ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-07-17 21:02:27,Santiago,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-09-27 20:46:30,Posadas misiones ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 1*
2025-07-24 08:38:13,San Juan ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,1 día (excursión),Con amigos,Primera vez,Hotel 3*
2025-10-31 11:54:34,Bs As Moron,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-07-11 21:56:30,Córdoba capital,65 o más,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-10 21:18:30,Posadas misiones ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,2 o 3 veces al año,Cabañas
2025-06-07 08:42:42,San Pedro/Jujuy,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-08 06:34:01,San Miguel/Tucumán ,30 a 49,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-09-23 00:22:57,Metán/Salta,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-10-10 06:56:37,Salta - Tartagal,18 a 29,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-07-30 01:14:32,"Córdoba, Córdoba ",50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-05 10:05:39,Bs As Moron,18 a 29,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con familiares,Primera vez,Hotel 3*
2025-08-10 07:34:46,San Fernando/Catamarca,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,1 día (excursión),Con amigos,Una vez al año,Apart Hotel
2025-10-25 05:44:24,San Miguel/Tucumán ,65 o más,Eventos deportivos o actividades culturales,Automóvil,1 día (excursión),Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-05 21:07:45,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-23 09:52:06,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Turistas,4 o más veces,Hotel 3*
2025-11-07 23:37:42,"Córdoba, Córdoba ",30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-08-01 10:37:26,Yerba Buena/Tucumán ,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,4 o más veces,Hotel 3*
2025-08-06 20:36:56,Chacabuco bs as,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-10-05 17:31:15,Santiago capital ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,4 o más veces,Hotel 4*
2025-09-02 17:36:49,Jujuy - Perico,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-11-03 01:01:54,Córdoba capital,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-08-29 01:46:03,Concepción/Tucumán ,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-10-04 16:18:52,San Juan ,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-05-31 03:16:44,Rafaela Santa Fe,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-06-15 17:19:59,Posadas/Misiones ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-29 07:09:28,Jujuy - Perico,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-21 19:10:23,Bs As capital,30 a 49,Trabajo o negocios,Automóvil,1 día (excursión),Con amigos,Una vez al año,Hotel 3*
2025-10-31 15:54:03,Posadas/Misiones ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Apart Hotel
2025-09-08 12:15:32,Bs As capital,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Turistas,4 o más veces,Hotel 2*
2025-09-14 11:41:12,Yerba Buena/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-06-03 12:10:14,Concepción/Tucumán ,18 a 29,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-08-04 02:44:43,Rosario/Santa Fe,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-06-27 12:30:41,Leones cordoba,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-09-19 04:25:39,Posadas misiones ,65 o más,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-09-03 23:55:50,Posadas misiones ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con amigos,4 o más veces,Apart Hotel
2025-09-28 06:56:05,Leones cordoba,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,4 o más veces,Hotel 2*
2025-11-06 03:54:01,Santiago capital ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-06-17 17:16:18,Posadas/Misiones ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-09-15 20:07:01,Rosario/Santa Fe,65 o más,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-06-04 14:12:52,Santiago capital ,30 a 49,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-29 14:57:25,Maipú/Mendoza ,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-09-20 13:56:56,Santiago,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Turistas,2 o 3 veces al año,Hotel 2*
2025-08-25 14:00:06,San Juan ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-23 17:07:05,Santiago capital ,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-06-13 03:14:30,San Pedro/Jujuy,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-30 06:38:28,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-08-08 03:28:39,Bs As capital,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-11 07:18:48,Rafaela Santa Fe,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-06-23 20:31:34,Bs As capital,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Apart Hotel
2025-08-01 05:59:22,Bs As capital,50 a 64,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 4*
2025-06-26 11:53:44,Córdoba capital,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-26 02:56:31,San Miguel/Tucumán ,18 a 29,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-08-27 00:21:38,Concepción/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-06-23 13:10:12,Santa Rosa/La Pampa ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-21 12:29:05,Buenos Aires ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Apart Hotel
2025-08-12 18:39:33,San Juan ,18 a 29,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con familiares,Una vez al año,Hotel 2*
2025-09-10 07:27:18,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,Más de una semana,Con amigos,Mas de 3 veces ,Cabañas
2025-08-22 03:10:48,San Fernando/Catamarca,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,4 o más veces,Hotel 3*
2025-06-25 17:00:00,Salta /Tartagal,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-06 07:20:38,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-10-12 17:08:35,Santiago,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-11-01 23:07:59,Maipú/Mendoza ,30 a 49,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Solo/a,2 o 3 veces al año,Hotel 2*
2025-10-21 12:00:41,San Miguel/Tucumán ,65 o más,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-06-21 01:01:08,San Fernando/Catamarca,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,Más de una semana,Con amigos,Primera vez,Hotel 3*
2025-10-18 17:31:34,Maipú/Mendoza ,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 4*
2025-09-07 22:16:32,Chacabuco bs as,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,1 día (excursión),Con familiares,4 o más veces,Hotel 3*
2025-06-30 19:04:41,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-10-29 02:04:26,Metán/Salta,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-09-14 03:09:30,Leones cordoba,65 o más,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-19 03:51:54,Bs As capital,65 o más,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-07 23:28:11,San Miguel/Tucumán ,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 4*
2025-09-08 03:53:00,Rafaela Santa Fe,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 4*
2025-08-25 04:07:49,Rosario/Santa Fe,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Solo/a,Mas de 3 veces ,Hotel 2*
2025-06-08 22:47:59,Rafaela Santa Fe,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-06-09 11:30:47,Jujuy - Perico,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 1*
2025-08-08 03:45:53,Jujuy - Perico,50 a 64,Trabajo o negocios,Automóvil,1 día (excursión),Con familiares,Una vez al año,Hotel 3*
2025-07-07 00:07:04,Chacabuco bs as,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-06-15 09:00:40,Santiago capital ,65 o más,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-06-16 17:58:59,Leones cordoba,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-10-27 09:44:23,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,1 día (excursión),Con amigos,2 o 3 veces al año,Hotel 4*
2025-06-10 14:20:17,Concepción/Tucumán ,30 a 49,Trabajo o negocios,Automóvil,1 día (excursión),Con familiares,Mas de 3 veces ,Hotel 4*
2025-07-02 08:30:00,Posadas/Misiones ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-06-15 05:42:47,"Córdoba, Córdoba ",18 a 29,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-06-21 22:54:05,"Córdoba, Córdoba ",18 a 29,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-07-29 01:52:41,Rafaela Santa Fe,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Una vez al año,Cabañas
2025-07-11 11:29:24,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,Una vez al año,Hotel 3*
2025-08-19 00:21:02,"Córdoba, Córdoba ",18 a 29,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Cabañas
2025-08-31 04:48:42,Jujuy - Perico,65 o más,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-11-05 16:29:34,Rafaela Santa Fe,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,1 día (excursión),Con amigos,2 o 3 veces al año,Hotel 2*
2025-10-18 10:43:12,Bs As Moron,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,Primera vez,Hotel 3*
2025-10-26 23:28:00,San Miguel/Tucumán ,50 a 64,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 2*
2025-10-22 01:48:40,Salta - Tartagal,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-06-14 00:02:41,Jujuy - Perico,30 a 49,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-09-15 01:38:40,Santiago,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 1*
2025-08-12 22:21:28,Santiago,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Turistas,Una vez al año,Apart Hotel
2025-08-20 10:22:47,Chacabuco bs as,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-06-11 15:25:21,Bs As capital,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-08-07 19:27:04,Yerba Buena/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 1*
2025-08-24 08:01:37,Concepción/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 4*
2025-10-31 22:59:26,Rosario/Santa Fe,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-08-07 02:02:40,Concepción/Tucumán ,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Apart Hotel
2025-09-08 17:36:47,Bs As Moron,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-08-30 11:44:50,Yerba Buena/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-25 13:52:28,Salta - Tartagal,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-09-26 23:52:30,Santiago,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-09-04 09:23:57,Posadas misiones ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-07-16 16:03:46,Santa Rosa/La Pampa ,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con amigos,4 o más veces,Apart Hotel
2025-09-09 06:58:56,Bs As Moron,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,Más de una semana,Con amigos,Una vez al año,Hotel 4*
2025-08-19 20:58:46,Chacabuco bs as,30 a 49,Vacaciones / Descanso,Automóvil,Más de una semana,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-26 18:18:49,Jujuy - Perico,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-17 22:27:52,"Córdoba, Córdoba ",30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-06 03:10:06,Santiago,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-19 09:52:25,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-07-27 02:57:42,Posadas misiones ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-10-10 00:02:33,San Juan ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-08-25 19:37:24,Bs As Moron,18 a 29,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-10-13 21:47:14,Santiago,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Cabañas
2025-10-11 17:08:52,Maipú/Mendoza ,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-08-29 04:36:54,Rosario/Santa Fe,18 a 29,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 4*
2025-10-18 03:41:12,Jujuy - Perico,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-23 11:15:12,Bs As Moron,18 a 29,Vacaciones / Descanso,Colectivo de Tours,Más de una semana,Con familiares,Primera vez,Hotel 2*
2025-07-18 15:57:39,Posadas/Misiones ,65 o más,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-11 08:27:29,Posadas/Misiones ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,1 día (excursión),Con amigos,Mas de 3 veces ,Hotel 3*
2025-08-07 12:56:31,San Fernando/Catamarca,30 a 49,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Solo/a,2 o 3 veces al año,Apart Hotel
2025-07-25 13:11:51,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,4 o más veces,Hotel 3*
2025-07-12 19:57:21,Santa Rosa/La Pampa ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 4*
2025-09-05 03:06:53,San Juan ,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-07-06 22:04:45,Bs As Moron,30 a 49,Turismo termal / Bienestar,Automóvil,Más de una semana,Con amigos,4 o más veces,Hotel 2*
2025-08-29 17:17:01,Metán/Salta,18 a 29,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
