fecha,edad,ActGrales,ActFyDep,OfCultEnt,VidaNoct
08/11/2025 04:31:57,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,Muy variada y de calidad,Buena
10/10/2025 08:41:09,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Buena
04/11/2025 18:57:36,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Regular
08/07/2025 15:17:08,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
21/09/2025 12:06:57,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Buena
13/10/2025 09:01:26,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
20/09/2025 15:15:46,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
14/10/2025 17:22:08,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
03/11/2025 05:39:41,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
26/08/2025 17:41:18,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
04/09/2025 14:48:50,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Regular
14/09/2025 04:34:28,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
06/07/2025 08:21:22,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
21/08/2025 23:55:54,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
29/08/2025 22:39:28,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Muy activa y divertida
14/07/2025 22:49:00,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
16/08/2025 00:40:40,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
25/10/2025 08:01:20,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
18/07/2025 04:25:11,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/07/2025 02:30:36,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
26/09/2025 12:36:57,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta",No me interesaba,Muy activa y divertida
24/06/2025 21:46:05,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
10/09/2025 04:16:31,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
31/10/2025 20:21:56,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
11/07/2025 18:24:25,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
19/08/2025 14:32:59,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
08/10/2025 17:13:22,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,No me interesaba,Buena
21/08/2025 02:22:11,18 a 29,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
22/07/2025 06:08:47,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
12/10/2025 21:09:50,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
04/07/2025 04:26:14,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Muy activa y divertida
30/10/2025 20:39:58,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
29/10/2025 16:24:33,50 a 64,Salidas nocturnas / bares / casino,Caminatas / senderismo,Muy variada y de calidad,Buena
23/10/2025 10:16:23,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
18/09/2025 18:40:30,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Buena
03/10/2025 15:19:46,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
14/09/2025 03:36:05,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Buena
27/10/2025 19:54:38,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
15/09/2025 17:35:46,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",No salí de noche
04/07/2025 13:59:22,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
23/10/2025 13:35:37,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
03/08/2025 15:25:48,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,Muy variada y de calidad,Buena
04/06/2025 21:22:43,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Poca variedad,Muy activa y divertida
09/06/2025 01:38:24,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
27/10/2025 10:09:45,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Muy activa y divertida
09/09/2025 07:53:41,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Muy variada y de calidad,Buena
18/09/2025 09:07:31,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Regular
23/07/2025 06:11:41,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
31/07/2025 12:06:57,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
13/07/2025 15:16:36,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
01/09/2025 23:16:30,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
21/09/2025 23:21:56,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,Poca variedad,Muy activa y divertida
02/08/2025 13:57:33,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",No salí de noche
17/09/2025 20:02:56,30 a 49,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
23/06/2025 10:16:21,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Poca variedad,Muy activa y divertida
17/06/2025 02:41:53,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Muy variada y de calidad,Buena
12/09/2025 11:45:40,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
15/10/2025 15:38:09,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
12/06/2025 23:31:11,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Muy variada y de calidad,Regular
18/10/2025 08:51:59,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Poca variedad,No salí de noche
24/06/2025 04:08:18,30 a 49,Baños termales / Spa,Caminatas / senderismo,Muy variada y de calidad,No salí de noche
16/06/2025 20:50:01,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
25/06/2025 02:53:39,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Muy activa y divertida
14/10/2025 02:30:31,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Natación / pileta,Muy variada y de calidad,Buena
01/09/2025 18:39:25,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Poca variedad,Muy activa y divertida
16/06/2025 02:37:57,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Muy activa y divertida
02/08/2025 03:11:31,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Poco atractiva
30/08/2025 20:50:10,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
05/11/2025 17:24:15,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
04/11/2025 10:56:07,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Regular
19/09/2025 12:22:31,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
28/07/2025 08:28:34,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
01/08/2025 01:05:05,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",No salí de noche
12/07/2025 10:34:18,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
14/07/2025 18:39:12,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Regular
31/05/2025 13:12:36,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
27/06/2025 17:03:22,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,No salí de noche
02/11/2025 16:28:49,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
06/07/2025 21:24:39,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,No me interesaba,Buena
03/06/2025 21:39:24,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
25/08/2025 14:39:17,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
11/06/2025 16:52:37,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
26/08/2025 19:54:01,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
10/09/2025 18:03:08,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Muy activa y divertida
24/06/2025 16:25:58,18 a 29,Salidas nocturnas / bares / casino,Caminatas / senderismo,Poca variedad,Muy activa y divertida
05/11/2025 02:46:48,30 a 49,Salidas nocturnas / bares / casino,Natación / pileta,Muy variada y de calidad,Muy activa y divertida
20/07/2025 06:28:46,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Regular
08/06/2025 13:02:59,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
29/09/2025 06:01:21,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Buena
23/08/2025 10:41:04,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
20/08/2025 23:09:55,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
18/07/2025 04:06:49,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Regular
06/11/2025 21:34:20,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Buena
13/10/2025 09:04:36,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Buena
03/06/2025 07:06:04,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
10/06/2025 21:25:32,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,"Buena, aunque puede mejorar",No salí de noche
16/07/2025 07:15:47,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
03/10/2025 08:49:26,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
02/06/2025 16:34:28,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
08/11/2025 02:58:46,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
20/10/2025 09:01:01,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
04/10/2025 12:37:46,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
21/08/2025 04:46:44,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Buena
26/09/2025 16:43:19,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
06/11/2025 10:41:17,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,Muy variada y de calidad,Buena
16/08/2025 02:57:56,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
23/06/2025 00:01:46,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
29/10/2025 14:44:45,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Poco atractiva
26/09/2025 15:14:41,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
06/07/2025 22:27:36,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Regular
20/08/2025 20:35:19,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,No salí de noche
26/06/2025 11:52:02,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
24/07/2025 10:52:49,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
22/07/2025 07:49:04,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
11/06/2025 15:24:27,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/11/2025 14:40:30,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Bochas,Muy variada y de calidad,Buena
05/11/2025 02:17:37,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,No salí de noche
27/09/2025 18:21:23,18 a 29,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
18/09/2025 23:56:28,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Poco atractiva
25/10/2025 05:00:48,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
04/11/2025 02:50:26,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
07/07/2025 16:06:08,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Regular
05/07/2025 13:29:46,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/09/2025 01:02:38,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
06/06/2025 19:55:03,65 o más,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
10/06/2025 23:17:46,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Poco atractiva
02/07/2025 10:36:30,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Muy activa y divertida
05/09/2025 06:41:46,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
10/09/2025 11:19:48,50 a 64,Salidas nocturnas / bares / casino,Caminatas / senderismo,Muy variada y de calidad,Regular
25/10/2025 00:49:32,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
24/09/2025 13:16:42,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",No salí de noche
02/10/2025 03:32:05,50 a 64,Salidas nocturnas / bares / casino,Natación / pileta,Muy variada y de calidad,Buena
18/07/2025 07:18:14,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Poca variedad,Muy activa y divertida
28/06/2025 15:44:10,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
21/09/2025 03:12:39,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
18/08/2025 22:05:20,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
04/08/2025 10:00:23,18 a 29,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
31/10/2025 07:48:46,18 a 29,Salidas nocturnas / bares / casino,Natación / pileta,No me interesaba,Muy activa y divertida
21/09/2025 06:47:45,18 a 29,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
24/09/2025 04:38:00,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
09/06/2025 07:33:22,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Regular
12/10/2025 15:22:23,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
21/06/2025 04:37:30,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Buena
14/09/2025 13:41:07,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
26/10/2025 18:12:51,18 a 29,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
05/09/2025 12:42:04,30 a 49,Salidas nocturnas / bares / casino,Natación / pileta,"Buena, aunque puede mejorar",Buena
27/06/2025 00:02:16,30 a 49,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Poco atractiva
