fecha,alojamiento,HPAs,HLimp,HWifi,HGastro,HEntret,HSeguridad,HPyS,H$
11/09/2025 17:43:18,Apart Hotel,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
24/08/2025 08:16:43,Hotel 4*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente
08/07/2025 07:03:38,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
25/08/2025 09:46:26,Hotel 2*,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno
20/09/2025 07:39:13,Hotel 2*,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
17/07/2025 09:19:47,Hotel 2*,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
05/10/2025 11:24:08,Hotel 3*,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
06/08/2025 03:49:03,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
11/09/2025 05:17:28,Hotel 2*,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
23/07/2025 08:07:34,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
07/08/2025 08:32:16,Hotel 4*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno
29/09/2025 03:55:16,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
15/06/2025 13:48:03,Apart Hotel,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
06/11/2025 06:36:18,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
30/06/2025 22:33:09,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
03/07/2025 10:34:07,Hotel 4*,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno
30/07/2025 06:34:31,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente
30/09/2025 13:00:10,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
28/09/2025 18:38:54,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
29/06/2025 08:25:53,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno
16/10/2025 15:56:11,Hotel 2*,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente
10/08/2025 18:05:01,Apart Hotel,Bueno,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
16/09/2025 22:52:52,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente
12/10/2025 12:52:31,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente
25/06/2025 05:24:51,Hotel 3*,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
02/09/2025 04:03:19,Hotel 2*,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
30/08/2025 13:17:54,Hotel 2*,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
30/08/2025 23:08:16,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
12/06/2025 21:30:18,Hotel 2*,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/09/2025 13:34:35,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Bueno,Muy Bueno,Excelente
26/09/2025 19:57:24,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
09/09/2025 12:48:23,Hotel 3*,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Bueno,Excelente
14/06/2025 04:58:50,Hotel 3*,Excelente,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente
25/06/2025 23:49:05,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
18/09/2025 02:05:12,Hotel 2*,Excelente,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente
07/06/2025 23:00:41,Hotel 3*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno
22/06/2025 03:02:59,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
22/07/2025 16:45:27,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente
10/06/2025 01:31:33,Apart Hotel,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno
29/09/2025 22:18:55,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente
22/06/2025 00:46:47,Apart Hotel,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Excelente
23/09/2025 04:03:14,Hotel 4*,Excelente,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente
14/10/2025 05:18:32,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
23/08/2025 05:26:33,Cabañas,Bueno,Bueno,Regular,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
17/10/2025 05:40:40,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Excelente
13/06/2025 06:22:40,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
09/09/2025 17:14:24,Hotel 2*,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno
12/08/2025 02:59:49,Hotel 3*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
08/06/2025 20:20:15,Hotel 4*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
03/09/2025 06:29:32,Hotel 3*,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Bueno
08/10/2025 22:28:31,Hotel 2*,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
25/09/2025 21:26:39,Hotel 3*,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente
07/07/2025 18:13:13,Hotel 1*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
01/11/2025 04:41:15,Hotel 4*,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
16/08/2025 10:53:01,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno
05/06/2025 11:54:33,Hotel 3*,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
17/08/2025 20:48:07,Hotel 3*,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Excelente
03/09/2025 19:23:53,Hotel 4*,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
08/07/2025 16:54:01,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
28/07/2025 01:12:26,Apart Hotel,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
20/06/2025 14:00:46,Hotel 3*,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno
06/11/2025 22:54:08,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
12/09/2025 01:31:51,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Bueno
25/10/2025 20:20:19,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
25/10/2025 06:18:53,Hotel 2*,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
25/06/2025 08:57:16,Hotel 2*,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
05/08/2025 06:18:55,Hotel 3*,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno
03/10/2025 11:09:57,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
27/10/2025 08:32:49,Hotel 2*,Muy Bueno,Excelente,Regular,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
06/08/2025 18:44:15,Hotel 2*,Muy Bueno,Excelente,Regular,Excelente,Excelente,Muy Bueno,Excelente,Excelente
02/06/2025 20:56:47,Hotel 3*,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
24/08/2025 01:04:15,Hotel 1*,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
05/09/2025 03:08:06,Hotel 3*,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
27/08/2025 14:57:12,Hotel 3*,Muy Bueno,Bueno,Regular,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
26/07/2025 00:46:19,Hotel 1*,Muy Bueno,Excelente,Regular,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
22/08/2025 18:43:12,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
29/06/2025 10:35:46,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno
28/09/2025 14:14:16,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
04/11/2025 12:38:45,Hotel 2*,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente
08/08/2025 11:15:22,Hotel 3*,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno
27/08/2025 19:28:13,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
05/10/2025 02:46:45,Hotel 4*,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
09/10/2025 10:34:34,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
03/06/2025 11:22:11,Hotel 1*,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
18/10/2025 12:11:59,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
26/08/2025 19:09:43,Hotel 1*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
14/08/2025 19:56:01,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
18/07/2025 15:01:30,Cabañas,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
25/09/2025 18:38:12,Hotel 2*,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente
26/10/2025 17:37:16,Hotel 2*,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno
09/09/2025 06:01:40,Hotel 4*,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente
22/10/2025 03:07:41,Hotel 4*,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
11/08/2025 20:43:04,Hotel 3*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
24/10/2025 00:24:11,Hotel 1*,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
04/10/2025 17:27:41,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente
24/07/2025 04:40:07,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
06/09/2025 07:43:14,Apart Hotel,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Bueno
25/08/2025 05:52:30,Hotel 2*,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente
04/06/2025 03:05:33,Hotel 2*,Excelente,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno
22/06/2025 13:28:20,Hotel 3*,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
24/08/2025 18:46:20,Hotel 3*,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
01/09/2025 17:44:48,Apart Hotel,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
11/09/2025 04:02:40,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
26/10/2025 04:00:42,Hotel 4*,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
14/09/2025 12:56:36,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
26/09/2025 09:37:54,Hotel 2*,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
03/07/2025 00:48:31,Hotel 2*,Excelente,Bueno,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente
18/09/2025 17:27:50,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Excelente
12/06/2025 09:56:52,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/10/2025 12:49:19,Apart Hotel,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
04/08/2025 18:11:52,Hotel 4*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
17/07/2025 06:33:26,Hotel 3*,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
28/08/2025 13:25:39,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente
08/10/2025 19:56:20,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
23/10/2025 13:17:40,Hotel 2*,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/09/2025 05:17:57,Hotel 3*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
11/09/2025 13:51:13,Apart Hotel,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
18/07/2025 05:12:15,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
17/09/2025 07:07:59,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente
11/10/2025 09:12:54,Cabañas,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
09/09/2025 14:54:45,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
11/09/2025 22:39:18,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
12/10/2025 17:38:34,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
10/06/2025 07:28:26,Hotel 4*,Excelente,Muy Bueno,Regular,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
25/07/2025 01:20:06,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
18/10/2025 15:02:25,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Bueno
19/10/2025 13:47:32,Hotel 2*,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
11/09/2025 07:31:06,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
30/06/2025 17:00:49,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
08/10/2025 10:40:57,Hotel 4*,Excelente,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno
08/07/2025 20:23:21,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Bueno,Excelente,Muy Bueno
14/09/2025 04:52:08,Hotel 2*,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
19/08/2025 11:12:12,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
03/10/2025 17:51:36,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
19/07/2025 04:33:02,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
01/07/2025 19:23:19,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
03/06/2025 11:33:15,Hotel 3*,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
13/08/2025 13:57:47,Hotel 3*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente
16/07/2025 23:30:06,Apart Hotel,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Excelente
09/07/2025 16:16:55,Hotel 2*,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
08/08/2025 06:45:06,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
31/05/2025 09:25:54,Hotel 1*,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
15/10/2025 05:10:52,Hotel 3*,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno
13/09/2025 19:09:02,Hotel 3*,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
02/07/2025 20:47:33,Hotel 2*,Bueno,Excelente,Regular,Bueno,Bueno,Bueno,Muy Bueno,Excelente
14/09/2025 19:31:37,Hotel 3*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
30/06/2025 05:30:08,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente,Bueno
23/09/2025 11:18:11,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
24/09/2025 01:08:23,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
14/07/2025 03:04:41,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
26/07/2025 01:21:43,Hotel 3*,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
06/08/2025 21:00:57,Hotel 2*,Excelente,Bueno,Regular,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
26/09/2025 02:36:31,Hotel 4*,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
29/08/2025 12:28:07,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Bueno,Muy Bueno,Excelente
07/07/2025 15:16:35,Hotel 4*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
30/06/2025 22:10:25,Hotel 3*,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
28/07/2025 17:50:06,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
11/09/2025 11:35:43,Hotel 4*,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente
06/09/2025 18:18:13,Hotel 3*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
14/08/2025 13:17:36,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
29/07/2025 07:07:50,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
01/08/2025 05:15:00,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
31/07/2025 04:06:35,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
03/09/2025 03:37:17,Cabañas,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
24/09/2025 09:28:42,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
30/07/2025 15:06:30,Apart Hotel,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Bueno,Excelente
18/10/2025 18:30:15,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno
24/09/2025 22:35:16,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
10/08/2025 13:28:15,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Excelente,Excelente
09/07/2025 22:49:53,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente,Excelente
13/08/2025 09:39:43,Hotel 2*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
12/08/2025 21:42:30,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
21/10/2025 03:00:40,Hotel 1*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
20/08/2025 12:13:34,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
23/10/2025 13:04:18,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
06/08/2025 16:04:10,Apart Hotel,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
23/06/2025 18:13:40,Hotel 4*,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente
03/06/2025 19:09:45,Hotel 2*,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
30/07/2025 22:11:40,Hotel 1*,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Muy Bueno
26/09/2025 02:53:37,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno
24/06/2025 00:51:34,Hotel 2*,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
25/10/2025 07:38:05,Hotel 3*,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Muy Bueno
03/06/2025 10:05:00,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
26/07/2025 04:36:14,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
13/09/2025 03:49:53,Hotel 3*,Excelente,Bueno,Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
08/09/2025 21:26:11,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente
07/10/2025 10:46:44,Hotel 3*,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
20/07/2025 00:44:34,Hotel 3*,Bueno,Bueno,Excelente,Bueno,Bueno,Excelente,Excelente,Muy Bueno
14/10/2025 05:06:44,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente
08/09/2025 02:07:01,Hotel 3*,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
18/08/2025 17:17:08,Cabañas,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
06/06/2025 12:54:19,Hotel 1*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Excelente
02/09/2025 17:47:02,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
