fecha,edad,CityAcc,CityCyV,CityPyP,CityEP,CityMus,CityPilP,CityPoli,CityCCul
25/09/2025 12:53:50,30 a 49,Excelente,Bueno,Excelente,Regular,Muy Bueno,Muy Bueno,Excelente,Excelente
13/07/2025 04:37:54,18 a 29,Muy Bueno,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
19/08/2025 07:35:39,50 a 64,Excelente,Regular,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
20/06/2025 06:31:00,65 o más,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
30/10/2025 08:31:35,30 a 49,Bueno,Muy Bueno,Excelente,Muy Bueno,Regular,Muy Bueno,Excelente,Muy Bueno
11/09/2025 17:59:54,30 a 49,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
24/06/2025 10:43:26,18 a 29,Excelente,Excelente,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno
10/06/2025 07:58:27,50 a 64,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
01/11/2025 01:24:17,50 a 64,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
02/11/2025 15:41:37,18 a 29,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
15/10/2025 11:50:41,18 a 29,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Bueno
22/10/2025 04:51:12,30 a 49,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno
21/07/2025 22:00:46,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno
01/10/2025 06:09:53,65 o más,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
06/10/2025 16:34:16,50 a 64,Bueno,Excelente,Muy Bueno,Bueno,Regular,Excelente,Bueno,Regular
30/07/2025 08:12:53,50 a 64,Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno
18/06/2025 21:26:24,50 a 64,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente
09/09/2025 14:16:37,30 a 49,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Excelente
22/07/2025 00:37:53,30 a 49,Muy Bueno,Regular,Bueno,Bueno,Bueno,Excelente,Excelente,Excelente
15/10/2025 08:27:57,50 a 64,Excelente,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
01/10/2025 15:26:59,50 a 64,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente
15/06/2025 03:21:25,30 a 49,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno
05/07/2025 16:39:19,18 a 29,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
23/10/2025 21:40:43,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
19/08/2025 15:45:40,50 a 64,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Regular
24/10/2025 08:05:55,65 o más,Excelente,Excelente,Excelente,Bueno,Excelente,Regular,Muy Bueno,Muy Bueno
28/06/2025 13:28:17,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Bueno
27/07/2025 09:21:48,65 o más,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
25/07/2025 14:54:51,18 a 29,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Excelente
17/07/2025 07:08:23,18 a 29,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente,Regular,Excelente,Excelente
04/06/2025 07:06:32,18 a 29,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Bueno
26/08/2025 07:50:32,30 a 49,Excelente,Excelente,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Bueno
31/07/2025 23:53:30,65 o más,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Regular
06/10/2025 19:02:44,30 a 49,Muy Bueno,Excelente,Bueno,Bueno,Regular,Muy Bueno,Bueno,Bueno
03/08/2025 05:17:44,50 a 64,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno
04/09/2025 16:33:38,18 a 29,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Bueno,Excelente,Muy Bueno
08/08/2025 04:09:11,65 o más,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno
25/09/2025 22:12:26,50 a 64,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Regular
28/10/2025 04:46:44,18 a 29,Muy Bueno,Regular,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
03/06/2025 15:15:39,30 a 49,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Regular,Bueno,Muy Bueno
17/09/2025 09:25:02,30 a 49,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno
29/09/2025 12:43:57,50 a 64,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
06/07/2025 07:23:00,65 o más,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Excelente
20/10/2025 03:42:12,65 o más,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno
19/07/2025 21:16:57,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno
27/10/2025 13:26:31,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Excelente
29/10/2025 12:27:12,30 a 49,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Bueno
09/06/2025 14:33:30,18 a 29,Bueno,Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno
03/07/2025 10:15:59,30 a 49,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Excelente
02/06/2025 11:06:47,65 o más,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Bueno,Muy Bueno
01/07/2025 17:30:41,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Regular
03/08/2025 18:46:03,50 a 64,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Regular
02/07/2025 06:34:55,65 o más,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Excelente,Regular,Muy Bueno
01/09/2025 05:08:01,65 o más,Excelente,Excelente,Excelente,Bueno,Regular,Excelente,Muy Bueno,Regular
13/10/2025 19:16:59,65 o más,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
09/09/2025 03:17:33,30 a 49,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
16/07/2025 20:36:14,18 a 29,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno
18/10/2025 12:29:34,50 a 64,Excelente,Bueno,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Excelente
20/08/2025 12:40:40,30 a 49,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
24/09/2025 03:43:22,50 a 64,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
05/08/2025 03:32:10,18 a 29,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Regular
16/09/2025 10:50:08,30 a 49,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Excelente
28/09/2025 03:20:16,18 a 29,Excelente,Excelente,Excelente,Excelente,Excelente,Regular,Muy Bueno,Excelente
16/08/2025 11:29:04,50 a 64,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Excelente
18/10/2025 22:34:49,50 a 64,Malo,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Bueno
29/10/2025 01:23:44,50 a 64,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente
25/10/2025 01:49:20,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Excelente
15/07/2025 13:27:00,65 o más,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Regular,Excelente
02/10/2025 00:17:26,30 a 49,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
29/07/2025 14:41:12,65 o más,Excelente,Excelente,Muy Bueno,Muy Bueno,Regular,Bueno,Regular,Excelente
17/09/2025 08:47:13,50 a 64,Bueno,Bueno,Excelente,Bueno,Excelente,Bueno,Bueno,Excelente
08/07/2025 11:09:42,50 a 64,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Muy Bueno
11/08/2025 00:27:23,30 a 49,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
25/07/2025 08:32:30,65 o más,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Excelente
25/06/2025 02:14:07,30 a 49,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
13/07/2025 15:47:00,50 a 64,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Regular,Excelente,Muy Bueno
23/09/2025 20:25:19,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno
08/09/2025 17:19:22,65 o más,Bueno,Bueno,Bueno,Bueno,Muy Bueno,Bueno,Bueno,Excelente
23/09/2025 06:29:40,18 a 29,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Regular,Excelente,Bueno
25/10/2025 12:21:53,50 a 64,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Bueno
05/11/2025 01:10:37,30 a 49,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
02/09/2025 05:26:58,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
11/10/2025 23:09:48,30 a 49,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno
14/09/2025 14:24:11,65 o más,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Excelente,Bueno,Excelente
04/11/2025 02:00:36,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
19/08/2025 10:03:19,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Regular,Bueno
06/10/2025 19:29:58,30 a 49,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno,Bueno
12/07/2025 04:16:23,18 a 29,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
22/09/2025 11:29:43,30 a 49,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
17/09/2025 14:57:09,18 a 29,Excelente,Excelente,Bueno,Regular,Excelente,Bueno,Bueno,Excelente
06/06/2025 06:53:08,65 o más,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Excelente
27/08/2025 06:39:59,30 a 49,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
14/09/2025 05:44:41,30 a 49,Excelente,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Regular,Bueno
02/06/2025 13:13:42,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
01/09/2025 09:05:15,50 a 64,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
26/08/2025 02:13:35,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente
06/10/2025 19:42:59,18 a 29,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno
26/06/2025 15:33:47,30 a 49,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
07/08/2025 12:44:42,50 a 64,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Bueno,Bueno
18/09/2025 00:37:30,50 a 64,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente
11/10/2025 08:33:56,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
11/08/2025 04:08:01,50 a 64,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Regular,Excelente
11/07/2025 10:42:41,65 o más,Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente
05/08/2025 23:47:30,18 a 29,Muy Bueno,Regular,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente
28/09/2025 06:46:22,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno
08/07/2025 00:45:39,30 a 49,Excelente,Regular,Muy Bueno,Muy Bueno,Regular,Bueno,Bueno,Excelente
20/06/2025 00:47:24,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
31/05/2025 14:31:12,65 o más,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
29/07/2025 19:54:02,30 a 49,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Regular,Bueno,Muy Bueno
22/06/2025 06:55:40,30 a 49,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Bueno,Excelente,Muy Bueno
26/09/2025 10:25:03,18 a 29,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
26/10/2025 20:16:36,50 a 64,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
11/07/2025 21:57:35,30 a 49,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
23/06/2025 08:56:08,65 o más,Excelente,Excelente,Excelente,Bueno,Excelente,Excelente,Bueno,Muy Bueno
07/06/2025 07:36:08,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Regular,Regular,Bueno
26/09/2025 15:19:10,65 o más,Excelente,Excelente,Muy Bueno,Excelente,Regular,Excelente,Bueno,Excelente
05/07/2025 10:04:58,65 o más,Bueno,Regular,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
19/08/2025 23:02:01,30 a 49,Excelente,Regular,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
17/09/2025 10:56:40,50 a 64,Muy Bueno,Excelente,Muy Bueno,Excelente,Regular,Bueno,Muy Bueno,Muy Bueno
18/06/2025 10:55:50,65 o más,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
09/10/2025 21:07:26,18 a 29,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Regular,Excelente,Excelente
22/06/2025 18:05:36,65 o más,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Excelente,Bueno,Excelente
28/07/2025 23:27:37,50 a 64,Muy Bueno,Bueno,Excelente,Muy Bueno,Regular,Muy Bueno,Bueno,Muy Bueno
13/08/2025 20:54:49,30 a 49,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente
09/06/2025 16:58:52,30 a 49,Excelente,Muy Bueno,Excelente,Excelente,Regular,Regular,Excelente,Excelente
16/10/2025 20:35:38,30 a 49,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Bueno
06/06/2025 20:32:44,50 a 64,Malo,Regular,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
21/09/2025 00:01:04,18 a 29,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Bueno
11/09/2025 07:44:27,18 a 29,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Regular,Excelente
20/09/2025 18:41:55,50 a 64,Malo,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
11/09/2025 19:54:03,30 a 49,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Regular,Excelente
29/07/2025 21:53:43,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
23/07/2025 13:26:54,30 a 49,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno
20/10/2025 18:45:51,65 o más,Bueno,Regular,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
03/11/2025 00:05:10,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Excelente
15/06/2025 18:01:54,30 a 49,Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente
17/07/2025 12:19:45,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
20/09/2025 06:07:53,30 a 49,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Bueno
09/08/2025 12:33:16,65 o más,Muy Bueno,Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Excelente,Excelente
16/09/2025 10:32:44,65 o más,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente
21/07/2025 08:01:43,50 a 64,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
18/07/2025 19:01:10,30 a 49,Muy Bueno,Bueno,Excelente,Muy Bueno,Regular,Regular,Regular,Muy Bueno
04/09/2025 12:42:37,50 a 64,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno
29/07/2025 08:44:11,30 a 49,Excelente,Regular,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Regular
22/09/2025 23:20:33,30 a 49,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno
25/08/2025 10:52:34,30 a 49,Excelente,Muy Bueno,Bueno,Bueno,Regular,Muy Bueno,Bueno,Muy Bueno
26/10/2025 19:17:25,65 o más,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente,Bueno,Bueno
31/07/2025 04:08:28,30 a 49,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
12/08/2025 09:15:55,50 a 64,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Bueno,Bueno,Excelente
28/09/2025 08:57:15,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
30/08/2025 10:53:54,65 o más,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno
11/07/2025 12:13:11,65 o más,Muy Bueno,Excelente,Bueno,Regular,Regular,Excelente,Bueno,Excelente
08/06/2025 19:31:26,50 a 64,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Regular,Bueno
16/08/2025 05:35:49,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Bueno
21/07/2025 20:27:23,18 a 29,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
29/06/2025 10:33:33,50 a 64,Excelente,Muy Bueno,Bueno,Excelente,Regular,Muy Bueno,Excelente,Excelente
11/08/2025 06:32:49,30 a 49,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno
16/08/2025 16:55:40,30 a 49,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
05/07/2025 00:37:03,30 a 49,Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno
14/06/2025 17:04:33,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Regular,Bueno,Muy Bueno,Muy Bueno
21/07/2025 23:42:58,30 a 49,Excelente,Regular,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
16/06/2025 05:49:43,18 a 29,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
23/06/2025 22:37:12,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
12/08/2025 09:08:37,50 a 64,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
04/06/2025 12:37:43,30 a 49,Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Excelente
13/07/2025 18:41:12,50 a 64,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
21/10/2025 00:44:28,30 a 49,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente
10/10/2025 22:36:04,65 o más,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente
28/07/2025 19:12:54,50 a 64,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
21/09/2025 17:11:26,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
04/09/2025 10:04:41,30 a 49,Muy Bueno,Bueno,Bueno,Bueno,Regular,Excelente,Excelente,Muy Bueno
12/09/2025 15:43:38,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
24/09/2025 05:42:45,18 a 29,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
28/09/2025 16:45:07,18 a 29,Muy Bueno,Muy Bueno,Bueno,Regular,Excelente,Excelente,Excelente,Excelente
21/06/2025 22:01:19,30 a 49,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Regular,Bueno,Muy Bueno
14/10/2025 13:07:47,65 o más,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Bueno,Muy Bueno,Excelente
17/08/2025 16:22:10,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Bueno
22/08/2025 15:06:13,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Regular,Excelente,Muy Bueno,Muy Bueno
10/07/2025 14:01:48,50 a 64,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
08/09/2025 06:03:09,50 a 64,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
22/08/2025 16:38:13,18 a 29,Malo,Excelente,Bueno,Bueno,Excelente,Excelente,Excelente,Bueno
01/08/2025 16:38:31,50 a 64,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
03/10/2025 17:44:39,30 a 49,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Regular
28/06/2025 07:14:01,18 a 29,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Regular,Excelente
12/09/2025 23:25:29,50 a 64,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
08/08/2025 16:13:31,65 o más,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
08/09/2025 12:39:25,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Regular,Excelente
06/08/2025 14:44:59,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
24/07/2025 01:24:08,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente
14/09/2025 05:37:56,30 a 49,Bueno,Regular,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
17/07/2025 21:11:44,30 a 49,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
05/10/2025 00:21:02,18 a 29,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno
02/06/2025 16:23:24,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente
20/06/2025 12:48:28,50 a 64,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
29/08/2025 09:35:38,30 a 49,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Regular,Muy Bueno,Regular,Excelente
03/10/2025 03:01:46,18 a 29,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
19/09/2025 19:41:25,50 a 64,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Excelente
09/07/2025 11:29:46,30 a 49,Muy Bueno,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Excelente
13/10/2025 16:02:59,30 a 49,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente
25/10/2025 17:26:50,65 o más,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
02/09/2025 12:13:24,50 a 64,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Regular,Excelente
30/08/2025 11:41:51,30 a 49,Excelente,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
04/11/2025 17:17:46,30 a 49,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Excelente
21/06/2025 08:49:25,65 o más,Muy Bueno,Excelente,Excelente,Regular,Excelente,Excelente,Muy Bueno,Bueno
27/06/2025 15:38:03,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno
22/07/2025 18:15:45,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Bueno
25/10/2025 12:25:59,30 a 49,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
28/08/2025 12:59:41,50 a 64,Excelente,Regular,Bueno,Muy Bueno,Regular,Bueno,Muy Bueno,Excelente
